desired_joint, measured_joint
0.000383496, 0.000287622
0.000383496, 0.000287622
0.000383496, 0.000287622
0.000383492, 0.000383496
0.000383483, 0.000383496
0.000383466, 0.000287622
0.000383438, 0.000287622
0.000383397, 0.000287622
0.00038334, 0.000383496
0.000383265, 0.000287622
0.00038317, 0.000383496
0.000383052, 0.000287622
0.00038291, 0.000383496
0.000382741, 0.000383496
0.000382543, 0.000383496
0.000382315, 0.000287622
0.000382055, 0.000287622
0.000381761, 0.000383496
0.000381431, 0.000383496
0.000381064, 0.000383496
0.000380659, 0.000383496
0.000380213, 0.000383496
0.000379727, 0.000287622
0.000379197, 0.000383496
0.000378623, 0.000287622
0.000378005, 0.000287622
0.00037734, 0.000383496
0.000376628, 0.000287622
0.000375868, 0.000383496
0.000375059, 0.000383496
0.0003742, 0.000287622
0.000373291, 0.000383496
0.00037233, 0.000383496
0.000371317, 0.000383496
0.000370251, 0.000383496
0.000369133, 0.000383496
0.000367961, 0.000383496
0.000366735, 0.000287622
0.000365454, 0.000383496
0.000364119, 0.000287622
0.000362729, 0.000383496
0.000361284, 0.000287622
0.000359784, 0.000287622
0.000358228, 0.000383496
0.000356617, 0.000287622
0.000354951, 0.000287622
0.00035323, 0.000287622
0.000351453, 0.000287622
0.000349621, 0.000383496
0.000347735, 0.000383496
0.000345794, 0.000383496
0.000343798, 0.000287622
0.000341749, 0.000287622
0.000339646, 0.000287622
0.00033749, 0.000383496
0.000335282, 0.000287622
0.000333021, 0.000287622
0.000330709, 0.000383496
0.000328345, 0.000383496
0.000325932, 0.000287622
0.000323468, 0.000383496
0.000320956, 0.000383496
0.000318395, 0.000383496
0.000315786, 0.000287622
0.000313131, 0.000287622
0.00031043, 0.000383496
0.000307684, 0.000287622
0.000304894, 0.000383496
0.00030206, 0.000383496
0.000299184, 0.000287622
0.000296267, 0.000287622
0.00029331, 0.000287622
0.000290313, 0.000287622
0.000287278, 0.000287622
0.000284206, 0.000287622
0.000281098, 0.000383496
0.000277955, 0.000383496
0.000274779, 0.000287622
0.000271569, 0.000383496
0.000268329, 0.000383496
0.000265059, 0.000383496
0.000261759, 0.000287622
0.000258432, 0.000383496
0.000255079, 0.000287622
0.0002517, 0.000383496
0.000248298, 0.000383496
0.000244874, 0.000287622
0.000241428, 0.000383496
0.000237963, 0.000287622
0.000234479, 0.000383496
0.000230978, 0.000287622
0.000227462, 0.000383496
0.000223931, 0.000383496
0.000220388, 0.000383496
0.000216833, 0.000383496
0.000213268, 0.000383496
0.000209695, 0.000383496
0.000206114, 0.000287622
0.000202527, 0.000287622
0.000198937, 0.000383496
0.000195343, 0.000287622
0.000191748, 0.000287622
0.000188153, 0.000383496
0.000184559, 0.000287622
0.000180969, 0.000383496
0.000177382, 0.000383496
